LoanID,CustomerName,Age,Gender,Region,EmploymentSector,MonthlyIncome,BranchID,OfficerID,ProductType,LoanAmount,InterestRate,CreditScoreAtOrigination,TermMonths,DisbursedDate
LN-113712,Ceri Choudhury,37,M,Leeds,Self-Employed,5034.0,BR004,OF029,SME,58300.0,11.39,653,33,27/11/2023
LN-104906,Jack Byrne,27,F,Glasgow,Self-Employed,1217.0, BR005 ,OF036,Personal,3700.0,10.51,601,35,16/03/2024
LN-103722,Faisal Choudhury,39,M,London,Self-Employed,1195.0,BR001,OF009,SME,6800.0,10.44,515,44,30/10/2024
LN-103177,Jack Liu,42,F,Glasgow,Salaried,1649.0,BR005,OF026,Auto,"£14,100",7.82,727,58,2023-10-30
LN-113122,Anna Malik,29,F,Sheffield,Self-Employed,2504.0,BR010,OF034,Personal,"£4,000",11.19,533,21,28/12/2023
LN-112734,Agnieszka Patel,39,M,Edinburgh,Salaried,3934.0,BR008,OF006,Auto,16100.0,9.7,613,39,2024-02-10
LN-103962,Adaeze Begum,41,F,Glasgow,Self-Employed,1503.0,BR005,OF004,Personal,3200.0,14.74,633,35,24/07/2024
LN-117742,Fatima Walsh,50,M,Glasgow,Self-Employed,3354.0,BR005,OF004,Personal,15700.0,8.67,641,32,2024-05-28
LN-102671,Wojciech Mensah,43,F,Birmingham,Salaried,4193.0,BR003,OF010,Auto,18600.0,6.99,589,48,11 January 2024
LN-115757,Zara Wallace,35,M,Bristol,Public Sector,2975.0,BR006,OF007,Mortgage,217200.0,4.68,0,291,13 May 2024
LN-109427,Zara Khan,23,M,Liverpool,Salaried,2927.0,BR007,OF017,Auto,35700.0,5.05,601,39,17/12/2024
LN-109417,Declan Hassan,50,M,London,Public Sector,1971.0,BR001,OF023,Mortgage,40000.0,4.97,0,147,2023-11-09
LN-101764,Tanya Rahman,36,M,Edinburgh,Public Sector,2586.0,BR008,OF006,Personal,6000.0,9.03,592,14,29/08/2024
LN-104552,Marta Walsh,43,M,Liverpool,salaried,2552.0,BR007,OF027,SME,7200.0,7.41,576,28,2023-11-19
LN-100607,Kwame Owusu,49,M,Liverpool,GIG/FREELANCE,1626.0,BR007,OF016,SME,27100.0,7.58,483,46,2024-09-21
LN-115595,Agnieszka Zielinski,46,M,Bristol,Self-Employed,5765.0,BR006,OF032,SME,25500.0,6.86,606,27,2024-07-09
LN-116046,Chidinma Malik,37,F,Manchester,Self-Employed,4667.0, BR002 ,OF033,Personal,25000.0,9.4,523,35,03/11/2023
LN-116805,Siobhan Begum,21,F,Glasgow,Salaried,2099.0,BR005,OF011,Personal,9400.0,8.86,593,29,2024-05-22
LN-103217,Damian Taylor,29,M,Glasgow,Self-Employed,4493.0,BR005,OF004,SME,30200.0,10.89,611,43,2024-04-13
LN-105737,Priya Saleh,37,F,Liverpool,Salaried,1074.0,BR007,OF001,Personal,2500.0,9.74,544,17,15/12/2024
LN-108479,Marcus Okafor,30,M,Sheffield,Public Sector,1999.0,BR010,OF015,Mortgage,40000.0,3.55,587,60,29/06/2024
LN-102053,Thomas Hussain,42,M,Glasgow,Gig/Freelance,800.0,BR005,OF014,Auto,4700.0,5.26,586,53,20 July 2024
LN-111158,Declan Zielinski,21,M,Birmingham,Salaried,1776.0,BR003,OF005,Mortgage,48000.0,4.53,598,121,2023-11-13
LN-103164,Kwame Choudhury,46,F,Birmingham,Self-Employed,1728.0,BR003,OF012,Auto,16300.0,6.86,573,35,22/11/2024
LN-103075,Shanice Murray,50,F,Liverpool,Salaried,2562.0,BR007,OF016,SME,19400.0,10.56,541,58,19/11/2024
LN-106763,Marta Sheikh,38,F,Liverpool,Salaried,2340.0,BR007,OF017,Mortgage,87700.0,3.59,724,274,2024-08-15
LN-102541,Marcus Nowak,36,M,Liverpool,Salaried,1883.0,BR007,OF017,Auto,"£8,700",7.22,597,33,2024-11-10
LN-101657,Imran Nwosu,31,M,Sheffield,Self-Employed,2258.0,BR010,OF019,SME,22300.0,11.86,631,24,30/03/2024
LN-119313,Siobhan Nowak,38,F,London,Public Sector,,BR001,OF009,Auto,10200.0,6.13,592,33,2024-12-24
LN-108069,Agnieszka Saleh,46,F,Birmingham,salaried,1504.0,BR003,OF005,Mortgage,40000.0,4.97,535,165,7 May 2024
LN-119302,George Evans,36,F,Bristol,Salaried,3238.0,BR006,OF037,Auto,17200.0,9.41,663,32,11/09/2024
LN-108644,Noor Boateng,44,M,Glasgow,Salaried,3044.0,BR005,OF026,Mortgage,"£105,400",4.07,621,246,27/04/2024
LN-102710,Priya Suzuki,47,M,Birmingham,Salaried,1558.0,BR003,OF005,Personal,5200.0,12.48,564,21,4 March 2024
LN-106316,Layla Osei,25,F,Newcastle,Salaried,1143.0,BR009,OF035,Mortgage,41400.0,5.01,516,94,23/09/2024
LN-107549,Sophie Hassan,49,F,Liverpool,Public Sector,2290.0,BR007,OF040,Mortgage,40000.0,4.61,622,72,5 July 2024
LN-104266,Oliver Khan,44,F,Liverpool,Salaried,2306.0,BR007,OF027,Auto,19300.0,7.27,588,48,2024-09-20
LN-118794,Femi Rahman,38,M,Glasgow,Gig/Freelance,2366.0,BR005,OF011,Auto,8100.0,5.84,510,49,22 May 2024
LN-106715,Harry Owusu,33,F,Sheffield,Public Sector,1998.0,BR010,OF039,Mortgage,72200.0,3.15,596,125,01/08/2024
LN-100422,Freya Nowak,57,F,glasgow,Self-Employed,2785.0,BR005,OF026,Personal,"£12,200",9.82,666,14,2023-12-06
LN-110972,Marta Kelly,41,M,Birmingham,Self-Employed,2250.0,BR003,OF012  ,Personal,10300.0,14.32,-1,32,27/03/2024
LN-105316,Faisal Adeyemi,26,F,London,Salaried,2077.0,BR001,OF013,SME,10400.0,9.29,612,58,2023-10-29
LN-115217,Marcus Murray,31,F,Birmingham,public sector,2265.0, BR003 ,OF012,Mortgage,99400.0,4.22,624,249,17 July 2024
LN-108849,Zara Owusu,43,M,Edinburgh,Salaried,2510.0,BR008,OF003,Mortgage,66100.0,5.82,575,195,1 November 2023
LN-119583,Thomas Choudhury,45,F,Liverpool,Salaried,2209.0,BR007,OF002,Auto,25200.0,6.25,715,41,18/11/2023
LN-109673,Femi Liu,35,F,Liverpool,Salaried,2086.0,BR007,OF022,SME,22000.0,6.3,515,59,2024-11-01
LN-102845,Cian Malik,23,M,Sheffield,Salaried,1786.0,BR010,OF034,Auto,10800.0,8.91,587,49,16/07/2024
LN-104066,Emily Adeyemi,30,M,Liverpool,Gig/Freelance,2573.0,BR007,OF030,Personal,"£6,500",8.88,708,30,26/05/2024
LN-118915,Declan Doyle,38,M,Manchester,Salaried,2426.0, BR002 ,OF033,SME,"£31,400",10.76,531,49,25/11/2023
LN-111576,Wei Murray,32,F,Glasgow,Gig/Freelance,1925.0,BR005,OF036,Personal,3700.0,10.43,596,12,14 April 2024
LN-105244,Omar Hassan,24,M,Liverpool,Self-Employed,803.0,BR007,OF002,Personal,1600.0,11.79,602,13,10 August 2024
LN-101001,Grzegorz Wallace,31,F,Liverpool,Salaried,2362.0, BR007 ,OF017,Personal,12900.0,10.73,474,32,2024-09-29
LN-104198,Niamh Wojcik,35,M,Sheffield,Self-Employed,4513.0,BR010,OF019  ,SME,30500.0,9.82,620,44,07/06/2024
LN-102418,Kasia Iqbal,42,M,Bristol,Salaried,1715.0,BR006,OF032,SME,11700.0,8.29,552,41,2024-10-16
LN-119339,Kofi Kaminski,21,M,Glasgow,Self-Employed,3329.0,BR005,OF036,Personal,"£23,700",9.82,651,32,07/11/2024
LN-103575,Zara Kelly,52,M,Liverpool,Salaried,1084.0,BR007,OF030,Auto,"£3,500",8.97,632,29,18/11/2024
LN-106726,Amelia Hussain,42,F,Birmingham,Salaried,1233.0,BR003,OF005,Mortgage,42100.0,5.45,585,262,30 December 2024
LN-103847,Cian Kaminski,42,F,Edinburgh,Public Sector,1436.0,BR008,OF003,Mortgage,40000.0,4.2,717,248,04/02/2024
LN-100961,Hana Mensah,39,M,Birmingham,Public Sector,2162.0,BR003,OF008,Personal,12000.0,13.54,600,29,14/12/2023
LN-109772,Leah Mensah,37,M,Sheffield,Self-Employed,1953.0,BR010,OF015,SME,10900.0,6.01,608,36,2024-03-09
LN-117248,Marta Karimi,38,F,Liverpool,Salaried,3738.0,BR007,OF030,Auto,9300.0,7.94,622,37,05/11/2024
LN-117321,Amelia Boateng,21,M,Newcastle,Gig/Freelance,2027.0, BR009 ,OF035,Personal,3400.0,9.91,619,21,23/09/2024
LN-110398,Fatima Nwosu,51,M,Bristol,Self-Employed,1115.0,BR006,OF037,Auto,10000.0,7.24,601,57,2024-12-27
LN-112458,Ceri Walsh,37,F,Birmingham,Public Sector,1322.0,BR003,OF010,Personal,3400.0,9.58,672,14,2024-04-01
LN-103854,Marcus Walsh,48,M,Glasgow,Salaried,1549.0,BR005,OF004,Mortgage,80800.0,5.23,487,186,03/10/2023
LN-104887,Imran Taylor,22,M,Leeds,self-employed,1989.0,BR004,OF029,Personal,18200.0,10.3,546,34,2024-10-11
LN-112423,Chidinma Saleh,41,M,London,Public Sector,3674.0,BR001,OF023,Auto,54100.0,6.5,598,50,5 December 2023
LN-100757,Niamh Adeyemi,28,M,Liverpool,Public Sector,1436.0,BR007,OF001,Personal,9500.0,8.8,588,15,14 November 2024
LN-113058,Jack Chen,30,M,Manchester,Public Sector,2056.0,BR002,OF033,SME,21000.0,11.8,566,51,30/08/2024
LN-118401,Sana Karimi,34,F,Glasgow,Gig/Freelance,3721.0,BR005,OF026  ,SME,32000.0,7.18,553,35,31/01/2024
LN-105313,Jack Evans,51,F,London,Gig/Freelance,1014.0,BR001,OF023,Personal,4300.0,8.17,508,30,2024-07-04
LN-102284,Xin Doyle,34,F,London,Self-Employed,5566.0,BR001,OF013,Auto,29300.0,5.34,706,48,24/08/2024
LN-118470,Harry Wong,68,F,Sheffield,Salaried,2995.0,BR010,OF019,Auto,26200.0,9.26,622,53,12 June 2024
LN-117075,Emily Kaminski,32,M,Birmingham,Self-Employed,1190.0,BR003,OF008,Mortgage,40000.0,5.75,606,205,25/05/2024
LN-115513,Priya Owusu,35,F,Glasgow,Self-Employed,4554.0,BR005,OF014,Personal,9600.0,12.02,632,35,15 May 2024
LN-113699,Piotr Wallace,38,M,Liverpool,Salaried,4410.0,BR007,OF002,SME,19100.0,6.9,643,41,27 August 2024
LN-113501,Tanya Zielinski,39,F,London,Self-Employed,2531.0,BR001,OF023,SME,11800.0,6.91,726,44,18/12/2024
LN-114223,Dariusz Lewandowski,29,M,Birmingham,Public Sector,1934.0,BR003,OF012,Mortgage,40000.0,4.53,663,159,29/02/2024
LN-104827,Xin Osei,40,M,Sheffield,Salaried,1300.0,BR010,OF015,Personal,3800.0,12.95,407,25,04/08/2024
LN-116097,Amelia Karimi,47,F,Glasgow,Self-Employed,1712.0,BR005,OF036,Mortgage,89200.0,5.69,612,246,2024-03-22
LN-108378,Sophie Osei,21,M,Newcastle,Public Sector,2087.0,BR009,OF018,Mortgage,45400.0,5.29,631,221,2024-11-17
LN-100807,Aisha Begum,33,M,Leeds,Salaried,4365.0,BR004,OF038,Auto,13100.0,9.78,534,37,2024-05-31
LN-103907,Jun Okafor,48,F,Sheffield,Public Sector,1766.0,BR010,OF034,Mortgage,40000.0,3.9,635,85,2024-02-10
LN-114333,Sophie Lewandowski,37,M,London,Self-Employed,984.0,BR001,OF013,Mortgage,40000.0,3.74,577,120,16 October 2023
LN-116141,Ewa Boateng,27,M,Liverpool,Gig/Freelance,1099.0,BR007,OF030,Auto,26300.0,7.1,526,49,15/04/2024
LN-112750,Aisha Owusu,41,F,Newcastle,Salaried,2505.0,BR009,OF018,SME,"£32,200",6.44,488,29,16 December 2024
LN-107023,Cormac Kowalski,30,F,Sheffield,Gig/Freelance,1088.0,BR010,OF019,Auto,3900.0,8.44,592,44,10 September 2024
LN-101956,Fatima Saleh,35,F,Manchester,Self-Employed,1742.0,BR002,OF033,Personal,5600.0,9.81,770,25,12/11/2023
LN-110637,Shanice Asante,45,M,Sheffield,Self-Employed,1435.0,BR010,OF019,SME,"£5,000",10.17,675,25,9 September 2024
LN-109343,Kasia Smith,42,F,BRISTOL,Public Sector,2509.0,BR006,OF037,Mortgage,105200.0,5.29,578,223,2024-08-17
LN-115161,Shanice Asante,51,M,Liverpool,Salaried,3289.0,BR007,OF017,Mortgage,56100.0,4.47,680,145,31/10/2024
LN-112229,Hana Karimi,43,F,Newcastle,Gig/Freelance,1192.0,BR009,OF018,SME,6100.0,6.37,605,31,07/11/2023
LN-111404,Femi Suzuki,40,M,Leeds,Salaried,2708.0,BR004,OF024,SME,23000.0,6.04,602,48,2024-12-14
LN-107331,Mei Karimi,37,M,Liverpool,Self-Employed,1473.0,BR007,OF017,Personal,"£2,300",14.82,565,16,16/12/2024
LN-118190,Ewa Evans,44,M,Glasgow,Gig/Freelance,2298.0,BR005,OF026,Auto,7100.0,7.46,643,28,2024-03-25
LN-102402,Xin Wallace,37,F,Leeds,Self-Employed,800.0,BR004,OF038,Personal,1500.0,14.43,638,20,23 November 2023
LN-105184,Amelia Zielinski,27,M,Birmingham,Salaried,2502.0,BR003,OF010,Mortgage,40000.0,3.2,687,147,11/11/2024
LN-101073,Oliver Owusu,21,M,London,SELF-EMPLOYED,3790.0,BR001,OF023,Auto,8400.0,6.51,555,41,2023-11-26
LN-114698,Ewa Wong,32,M,Birmingham,Public Sector,2905.0,BR003,OF005,Auto,23200.0,9.96,593,28,2023-10-18
LN-117243,Ewa Kowalski,23,F,Newcastle,Gig/Freelance,2241.0, BR009 ,OF018,SME,22600.0,12.0,540,34,2024-04-11
LN-112432,Anna Suzuki,24,M,Birmingham,Public Sector,2438.0, BR003 ,OF012,Personal,7300.0,13.87,588,33,2024-07-12
LN-106524,Cian Karimi,50,F,Leeds,Salaried,1678.0,BR004,OF029,Personal,9500.0,10.65,522,26,5 October 2024
LN-113628,Xin Kelly,53,M,Sheffield,Salaried,2226.0,BR010,OF019,Mortgage,54300.0,3.88,587,215,2024-01-19
LN-119247,Harry Kaminski,50,M,Bristol,Salaried,3844.0,BR006,OF032,Mortgage,84800.0,5.35,576,152,2023-10-22
LN-119793,Marcus Zielinski,45,F,Glasgow,Salaried,1655.0,BR005,OF026,Mortgage,40000.0,5.91,640,255,2024-12-08
LN-110283,Faisal Khan,31,M,Liverpool,Salaried,4242.0,BR007,OF016,Auto,49800.0,5.26,515,49,2023-10-30
LN-112719,Femi Zielinski,26,M,London,Public Sector,1905.0,BR001,OF023,Auto,13800.0,6.92,606,46,2024-07-16
LN-100575,Piotr Choudhury,51,F,Bristol,Salaried,2525.0,BR006,OF007,Mortgage,79800.0,4.05,608,220,10/12/2024
LN-108095,Cormac Suzuki,28,F,Leeds,Public Sector,1980.0,BR004,OF038,SME,8900.0,11.5,568,49,2024-04-26
LN-109890,Adaeze Rahman,36,F,Manchester,Public Sector,1733.0,BR002,OF033,Mortgage,72800.0,4.19,551,232,2024-05-11
LN-101635,Kofi Byrne,21,M,Glasgow,Public Sector,1844.0,BR005,OF026,Auto,9800.0,5.72,552,26,13 January 2024
LN-118457,Tomasz Smith,25,M,Bristol,Salaried,1881.0, BR006 ,OF007,Auto,14700.0,9.28,543,34,2024-04-28
LN-110130,Grzegorz Ahmed,22,F,Glasgow,Public Sector,3222.0,BR005,OF004,Auto,39700.0,8.41,646,48,2023-10-28
LN-102466,Jack Murray,47,F,Sheffield,Self-Employed,,BR010,OF039,SME,9100.0,9.29,533,56,16 November 2024
LN-107504,Adaeze Choudhury,29,M,Manchester,Self-Employed,2580.0,BR002,OF033,SME,32400.0,7.78,522,51,14/02/2024
LN-110658,Dariusz Walsh,32,F,Liverpool,Salaried,1207.0,BR007,OF001,SME,9000.0,7.23,514,34,22/07/2024
LN-101003,Harry Lewandowski,29,M,Leeds,Public Sector,2049.0,BR004,OF038,Mortgage,79100.0,4.44,568,182,19/07/2024
LN-115086,Marcus Mensah,21,M,Glasgow,Public Sector,1920.0,BR005,OF011,SME,"£11,200",8.43,656,24,15/08/2024
LN-107658,Amelia Zhang,44,M,Glasgow,Self-Employed,2156.0,BR005,OF026,Personal,17000.0,12.38,515,29,30/05/2024
LN-119212,Ceri Hassan,30,F,sheffield,Salaried,2584.0,BR010,OF020,Personal,25000.0,13.11,506,34,09/01/2024
LN-117246,Omar Evans,26,F,Sheffield,Salaried,1538.0,BR010,OF039,SME,10900.0,7.92,560,40,2024-05-08
LN-107566,Harry Zhang,21,M,Glasgow,Self-Employed,3468.0,BR005,OF011  ,SME,10000.0,11.09,627,50,06/09/2024
LN-111126,Faisal Iqbal,40,F,Edinburgh,Public Sector,2061.0,BR008,OF006,Auto,6100.0,9.5,727,35,30 April 2024
LN-112843,Layla Lewandowski,44,F,Leeds,Salaried,2261.0,BR004,OF038,Personal,25000.0,8.95,573,26,2023-10-01
LN-114719,Ling Evans,32,F,Liverpool,Gig/Freelance,3812.0,BR007,OF016,Personal,25000.0,9.2,562,33,27 December 2024
LN-111142,Ling Wojcik,39,F,Liverpool,Self-Employed,3421.0,BR007,OF040,Auto,28200.0,9.34,559,53,2024-12-14
LN-114348,Omar Tanaka,27,M,Glasgow,Public Sector,2725.0,BR005,OF014  ,Personal,25000.0,11.3,652,35,22 October 2023
LN-109677,Xin Liu,33,M,Liverpool,Salaried,2321.0,BR007,OF028,Auto,39700.0,9.64,413,28,06/02/2024
LN-119900,Mei Ahmed,31,F,BRISTOL,Public Sector,1697.0,BR006,OF037,Personal,2700.0,10.31,640,20,2023-11-04
LN-105368,Oliver Wojcik,27,M,Bristol,Public Sector,1787.0,BR006,OF007,Mortgage,40000.0,3.09,495,75,2024-10-31
LN-106928,Tomasz Begum,41,F,Bristol,Self-Employed,2278.0,BR006,OF007,Auto,37600.0,7.92,470,44,5 June 2024
LN-109603,Thomas Campbell,31,M,Liverpool,Salaried,1662.0,BR007,OF022,SME,9100.0,10.17,606,44,13/11/2024
LN-106289,Marcus Khan,50,F,Leeds,Public Sector,2681.0,BR004,OF038,Mortgage,75900.0,4.88,587,157,2024-04-10
LN-113041,Arjun Kaminski,33,F,Sheffield,Salaried,4596.0,BR010,OF039,SME,28300.0,11.37,614,30,17/11/2024
LN-113759,Eilidh Nwosu,44,F,Glasgow,Salaried,1330.0,BR005,OF026,Auto,8200.0,9.68,594,49,15/09/2024
LN-119057,Marta Al-Farsi,49,F,Sheffield,public sector,2205.0,BR010,OF034  ,SME,13400.0,10.7,588,50,08/04/2024
LN-108901,Faisal Hassan,34,M,Sheffield,Salaried,,BR010,OF015,Auto,6900.0,8.61,549,51,08/07/2024
LN-115784,Yusuf Saleh,50,M,Birmingham,Salaried,2694.0,BR003,OF021,Auto,8800.0,8.53,555,53,2024-01-22
LN-111795,Shanice Zhang,28,M,Glasgow,Gig/Freelance,1711.0,BR005,OF014,Personal,5400.0,12.65,710,21,04/05/2024
LN-100985,Harry Osei,31,F,Bristol,Salaried,2337.0,BR006,OF037,Personal,7900.0,10.71,629,35,2024-01-28
LN-111268,Chidinma Lewandowski,40,M,birmingham,SELF-EMPLOYED,3051.0,BR003,OF012,Auto,20800.0,9.34,529,37,2023-11-25
LN-107982,Jun Wallace,47,F,Sheffield,Public Sector,1953.0,BR010,OF015,Mortgage,40000.0,4.18,571,187,2023-10-26
LN-106169,Kwame Suzuki,38,F,Liverpool,Salaried,4000.0,BR007,OF022,Auto,33000.0,5.76,528,55,16/05/2024
LN-106049,Siobhan Saleh,32,F,Birmingham,Salaried,3346.0,BR003,OF012,Personal,"£22,800",8.22,546,28,01/11/2023
LN-107384,Xin Wallace,45,M,Bristol,Public Sector,1657.0,BR006,OF037,Personal,6400.0,10.92,564,30,31 October 2023
LN-116825,Siobhan Saleh,44,M,Newcastle,Salaried,2103.0, BR009 ,OF018,Auto,9500.0,7.11,536,31,27/10/2024
LN-119244,Xin Tanaka,21,M,Liverpool,Salaried,2438.0,BR007,OF017,Personal,6400.0,10.01,599,23,13 November 2023
LN-114905,Wojciech Byrne,23,F,Newcastle,Salaried,2608.0,BR009,OF018,Auto,13500.0,6.75,618,52,2024-05-01
LN-117666,Rhys Lewandowski,37,F,Sheffield,Salaried,1516.0,BR010,OF039,Mortgage,40000.0,3.3,661,184,23/01/2024
LN-112293,Grzegorz Campbell,49,F,Liverpool,Salaried,2853.0,BR007,OF016,Mortgage,294700.0,3.7,421,216,29 December 2024
LN-116081,Agnieszka Kelly,32,F,Liverpool,Salaried,1651.0,BR007,OF017,Personal,24500.0,10.95,629,34,11/12/2024
LN-110914,Chidinma Al-Farsi,36,M,Liverpool,Salaried,3291.0,BR007,OF001,SME,84400.0,8.86,465,44,2023-11-11
LN-119495,Layla Wojcik,38,M,Glasgow,Public Sector,1463.0,BR005,OF036,Mortgage,40000.0,4.51,583,148,16/12/2024
LN-109460,Marta Begum,21,F,Sheffield,Salaried,3128.0,BR010,OF019,Auto,"£20,900",9.48,626,32,2024-01-06
LN-102462,Xin Diallo,29,M,LIVERPOOL,Public Sector,1452.0,BR007,OF017,SME,23600.0,8.08,512,50,2024-05-30
LN-117013,Dariusz Smith,34,M,Birmingham,Public Sector,2705.0,BR003,OF008  ,Mortgage,47200.0,5.81,523,107,21 December 2023
LN-100268,Kwame Suzuki,29,M,Leeds,Gig/Freelance,2467.0,BR004,OF024,Personal,9200.0,13.46,681,17,10 May 2024
LN-107962,Marcus Kowalski,27,F,Birmingham,Self-Employed,800.0,BR003,OF008,Personal,2200.0,10.97,445,14,13/11/2023
LN-103580,Agnieszka Owusu,45,M,Leeds,Gig/Freelance,1201.0,BR004,OF025,Personal,20300.0,8.62,503,28,2024-04-24
LN-112942,Damian Mensah,51,M,Glasgow,Gig/Freelance,3566.0,BR005,OF026,Personal,4400.0,11.85,662,12,19/03/2024
LN-111708,Adaeze Iqbal,27,F,London,Gig/Freelance,2434.0,BR001,OF023,Personal,22900.0,10.02,474,30,23 January 2024
LN-100071,Emily Zielinski,40,F,Glasgow,Salaried,2063.0,BR005,OF004,Mortgage,"£62,500",4.72,642,167,2024-01-16
LN-109454,Hana Liu,34,M,Liverpool,Public Sector,2991.0,BR007,OF017,Personal,9900.0,11.63,514,31,10 August 2024
LN-118163,Hana Wong,38,F,Manchester,Gig/Freelance,2104.0,BR002,OF033,Personal,8000.0,9.51,630,13,31/10/2023
LN-106509,Kasia Taylor,40,F,London,Salaried,2782.0,BR001,OF023,SME,34800.0,11.66,668,48,2024-03-27
LN-112450,Sana Saleh,26,F,Liverpool,Self-Employed,1280.0,BR007,OF001,Personal,4400.0,13.63,486,13,17/01/2024
LN-102821,Emily Khan,38,F,London,Salaried,1644.0,BR001,OF013,Personal,1800.0,14.69,675,16,2023-12-18
LN-104524,Sana Byrne,45,M,birmingham,Self-Employed,838.0,BR003,OF010,Personal,"£1,900",8.09,666,30,2023-10-23
LN-100589,Niamh Wojcik,34,F,Birmingham,Salaried,2542.0,BR003,OF008,Personal,9200.0,10.39,598,23,1 April 2024
LN-104591,Sana Kowalski,36,F,Liverpool,Self-Employed,1929.0,BR007,OF030,Personal,3700.0,14.75,634,13,07/10/2023
LN-113136,Agnieszka Nowak,40,M,Liverpool,Salaried,2767.0,BR007,OF017,SME,8200.0,8.93,694,55,2024-05-13
LN-119968,Chidinma Asante,55,M,Liverpool,Public Sector,4522.0,BR007,OF022,Mortgage,52900.0,4.86,724,144,04/06/2024
LN-108848,Freya Wallace,42,F,Leeds,Salaried,3010.0,BR004,OF025,Personal,8800.0,11.33,580,22,12/05/2024
LN-119581,Ling Al-Farsi,21,M,liverpool,salaried,1084.0,BR007,OF017,Mortgage,40000.0,4.01,524,75,12/01/2024
LN-110841,Zara Lewandowski,41,M,Sheffield,Public Sector,1846.0,BR010,OF034,Auto,15300.0,8.82,566,32,02/04/2024
LN-110229,Eilidh Hassan,34,M,Leeds,Gig/Freelance,800.0,BR004,OF038,SME,5000.0,8.74,568,39,15/11/2024
LN-104624,Marta Sheikh,40,M,Liverpool,Salaried,2174.0,BR007,OF030,Personal,7900.0,13.26,615,27,03/11/2023
LN-105904,Fraser Osei,21,F,Birmingham,GIG/FREELANCE,1698.0,BR003,OF010,Personal,2400.0,11.34,612,15,15/08/2024
LN-103758,Anna Asante,34,M,Liverpool,Salaried,3370.0,BR007,OF017,Auto,"£44,700",7.38,657,29,2023-10-01
LN-106845,Raj Osei,54,F,Manchester,Public Sector,1706.0,BR002,OF033,Auto,27600.0,9.47,445,39,2024-08-25
LN-114343,Layla Liu,45,M,Glasgow,Gig/Freelance,,BR005,OF014,SME,7200.0,10.41,687,52,10 September 2024
LN-116296,Emily Campbell,35,M,London,Salaried,1683.0,BR001,OF013,Auto,6400.0,6.74,599,35,14/10/2024
LN-102028,Fatima Smith,32,F,Glasgow,Public Sector,1786.0,BR005,OF014,Mortgage,53700.0,5.3,534,232,2024-01-09
LN-110850,Layla Wallace,33,F,Liverpool,Self-Employed,1705.0,BR007,OF016,SME,11300.0,6.3,614,34,2024-09-06
LN-108869,Anna Patel,37,F,sheffield,Public Sector,2076.0,BR010,OF020,Auto,"£23,400",9.69,624,32,09/11/2024
LN-118981,Cian Mensah,54,M,Sheffield,Gig/Freelance,1381.0,BR010,OF039,SME,14000.0,7.25,480,33,2024-10-19
LN-109424,Leah Suzuki,32,M,Birmingham,Public Sector,2119.0,BR003,OF021,Personal,2600.0,8.15,578,12,01/05/2024
LN-105454,Bilal Wojcik,51,M,Liverpool,Salaried,3277.0,BR007,OF027,Mortgage,62300.0,3.6,619,212,05/10/2023
LN-119048,Arjun Suzuki,54,M,Leeds,Self-Employed,1930.0,BR004,OF025,Mortgage,86100.0,4.63,681,172,2023-11-22
LN-101449,Leah Khan,34,F,Sheffield,Public Sector,2526.0,BR010,OF019,Mortgage,75300.0,5.71,531,170,2023-11-29
LN-116245,Wojciech Suzuki,27,F,Newcastle,Self-Employed,1397.0,BR009,OF018,Personal,5400.0,13.5,707,28,07/08/2024
LN-111454,Chidinma Chen,41,F,Liverpool,Public Sector,1307.0,BR007,OF017,Auto,14900.0,9.16,501,30,9 July 2024
LN-113048,Agnieszka Chen,60,M,Newcastle,Public Sector,2587.0,BR009,OF035,Mortgage,40000.0,4.92,685,128,04/11/2024
LN-103904,Jack Chen,39,M,Newcastle,Public Sector,1608.0,BR009,OF018,Auto,12000.0,8.04,639,35,29 October 2024
LN-102432,Rhys Byrne,58,M,Leeds,Salaried,1954.0,BR004,OF024,Auto,"£15,000",9.65,620,51,27 November 2023
LN-117204,Thomas Hussain,23,M,Glasgow,Self-Employed,2626.0, BR005 ,OF026,SME,35000.0,10.51,480,56,10 March 2024
LN-109828,Zara Tanaka,57,M,Newcastle,Gig/Freelance,2487.0,BR009,OF035,Personal,3300.0,13.79,559,13,7 September 2024
LN-104647,Chidinma Rahman,38,F,Bristol,Salaried,3247.0,BR006,OF007,Auto,9400.0,5.41,603,26,2024-12-07
LN-108469,Arjun Wong,54,F,Birmingham,Gig/Freelance,1715.0,BR003,OF008,Auto,8200.0,8.5,737,52,09/08/2024
LN-115983,Aoife Nwosu,39,M,Leeds,Salaried,1979.0,BR004,OF025,Mortgage,101600.0,3.49,523,149,2024-11-13
LN-100896,Tomasz Kelly,30,F,Liverpool,Public Sector,2482.0,BR007,OF022,Mortgage,40000.0,3.3,601,96,21 October 2024
LN-109803,Xin Rahman,40,F,London,Gig/Freelance,1603.0,BR001,OF009,Personal,3700.0,12.13,565,15,25/08/2024
LN-107000,Ling Nwosu,61,M,Leeds,Self-Employed,1504.0,BR004,OF029,Personal,13500.0,8.6,530,24,03/10/2024
LN-101587,Jack Kelly,46,F,Newcastle,Self-Employed,800.0,BR009,OF018,SME,10700.0,6.9,588,54,2024-10-14
LN-106686,Chidinma Choudhury,36,F,London,Gig/Freelance,976.0,BR001,OF023,SME,5500.0,7.94,609,35,07/07/2024
